0 Katsuhiro-Ôtomo 0
1 Joe-Kenemore 0
2 Sidney-Lumet 0
3 Dennis-Gansel 0
4 Neil-Burger 0
5 Sam-Peckinpah 0
6 Niels-Arden-Oplev 0
7 Marc-Forster 0
8 Philip-Saville 0
9 Ridley-Scott 0
10 Matthew-Vaughn 0
11 William-Friedkin 0
12 Stephen-Chow 0
13 Pierre-Coffin 0
14 Michael-Wadleigh 0
15 Stacy-Peralta 0
16 Joshua-Oppenheimer 0
17 Anthony-Russo 0
18 Robert-Redford 0
19 Sadyk-Sher-Niyaz 0
20 Jonathan-Demme 0
21 Tom-Tykwer 0
22 Asghar-Farhadi 0
23 Christian-Carion 0
24 John-Sayles 0
25 Anton-Corbijn 0
26 Lasse-Hallström 0
27 Kimberly-Peirce 0
28 Frank-Miller 0
29 Lenny-Abrahamson 0
30 Mira-Nair 0
31 Alfred-Hitchcock 0
32 Sofia-Coppola 0
33 Eli-Craig 0
34 George-Lucas 0
35 Sean-Penn 0
36 Kevin-Reynolds 0
37 Michel-Gondry 0
38 George-P.-Cosmatos 0
39 Kevin-Smith 0
40 Chris-Paine 0
41 Dave-Carroll 0
42 Johanna-Schwartz 0
43 J.A.-Bayona 0
44 Amal-Al-Agroobi 0
45 Chris-Wedge 0
46 William-Cottrell 0
47 Gus-Van-Sant 0
48 Stanley-Kramer 0
49 Andrew-Stanton 0
50 Hayao-Miyazaki 0
51 John-Ford 0
52 Tim-Burton 0
53 Anthony-Powell 0
54 Jonathan-Levine 0
55 Christophe-Barratier 0
56 John-Lee-Hancock 0
57 James-Mangold 0
58 James-Algar 0
59 Charles-Ferguson 0
60 Alex-Proyas 0
61 Shane-Meadows 0
62 Chuan-Lu 0
63 Sam-Mendes 0
64 Eric-Bress 0
65 Steven-Soderbergh 0
66 Andrew-Adamson 0
67 Jessie-Nelson 0
68 Luc-Besson 0
69 Lauren-Lazin 0
70 Giuseppe-Tornatore 0
71 Kathryn-Bigelow 0
72 David-Sington 0
73 Jim-Abrahams 0
74 Mike-Leigh 0
75 Curtis-Hanson 0
76 Fernando-Meirelles 0
77 Petter-Næss 0
78 Wolfgang-Becker 0
79 Niki-Caro 0
80 David-Cronenberg 0
81 Martin-Brest 0
82 Thomas-Vinterberg 0
83 Kristin-Rizzo 0
84 John-Landis 0
85 Ron-Howard 0
86 Stanley-Kubrick 0
87 Pedro-Almodóvar 0
88 Josh-Boone 0
89 Paul-Thomas-Anderson 0
90 Lars-von-Trier 0
91 James-Foley 0
92 Martin-Ritt 0
93 Chia-Liang-Liu 0
94 James-Ivory 0
95 Harold-Ramis 0
96 Kevin-Jordan 0
97 Sam-Martin 0
98 Jon-Favreau 0
99 Julian-Schnabel 0
100 John-Carney 0
101 Alejandro-Amenábar 0
102 Jaime-Zevallos 0
103 J.J.-Abrams 0
104 David-Fincher 0
105 Baz-Luhrmann 0
106 Edward-Zwick 0
107 Lance-McDaniel 0
108 Ben-Affleck 0
109 James-Marsh 0
110 Mike-Figgis 0
111 Fernando-León-de-Aranoa 0
112 Terrence-Malick 0
113 Edgar-Wright 0
114 D.W.-Griffith 0
115 Anthony-Vallone 0
116 M.-Night-Shyamalan 0
117 Michael-Cimino 0
118 Ang-Lee 0
119 Paolo-Sorrentino 0
120 Scott-Smith 0
